Source1,SourceX,SourceXX,Source,SourceX2,desc,SourceN,problem_name,Instances,feature_dec_max_range,probindex,rwalk_l,feature_sup_avg_rws,feature_inf_avg_rws,feature_inc_avg_rws,feature_lnd_avg_rws,p_disp_avg_rws,feature_sup_r1_rws,feature_inf_r1_rws,feature_inc_r1_rws,feature_lnd_r1_rws,old_dec_min_range,old_dec_max_range,feature_decdist,feature_obdist,feature_obclust_n,feature_obclust_min,feature_obclust_max,feature_obclust_range,feature_obdist_max,feature_obdist_mean,feature_obdist_iqr_mean,feature_mdl_r2,feature_range_coeff,feature_rankprop,decsize,probsize,feature_kurt_rank,feature_kurt_avg,feature_kurt_min,feature_kurt_max,feature_kurt_rnge,nbrs_fnd,Hx,feature_Hy,feature_Hxy,feature_signif,feature_min_nbrdist,obdisc_med,kurt_med,med_decdist,feature_avg_nbr_rank_best,feature_min_nbr_rank_best,feature_max_nbr_rank_best,feature_aep,algo_GrEA,algo_HypE,algo_IBEA,algo_MOEAD,algo_NSGAII,algo_SPEA2
DTLZ3_D,existing,existing,existing,new_DTLZ,mm,existing3,new_DTLZ3,DTLZ3_35_6,1,35.6,11000,0.3288,0.3165,0.3547,0.4612,41205.8384,0.055583815,-0.006861715,0.046661472,0.115743942,0,0.00041039,1.485841,714.3961343,3,0.264909091,0.462363636,0.197454545,1631.49022,714.3961343,532.8518362,0.145901756,10.47468701,0.008818182,12,3,2.812524231,2.336674027,2.072534309,2.515942949,0.443408641,1,-0.043532774,20.86627845,21.79149123,-0.046426369,10067.8686,722.3354106,2.421544822,1.511926158,11.07379679,4.454545455,20.27272727,0.323584858,0.117876919,0.193429079,0.219227847,0.138477854,0.169159378,0.167873141
DTLZ3_D,existing,existing,existing,new_DTLZ,mm,existing3,new_DTLZ3,DTLZ3_35_7,1,35.7,11000,0.328,0.3227,0.3493,0.4542,43665.12152,0.019556515,0.029725782,0.028050007,0.070430908,0,0.00041039,1.466007098,719.0469295,3,0.264636364,0.461727273,0.197090909,1823.966224,719.0469295,489.7075618,0.147993177,10.75348946,0.009272727,12,3,2.64129769,2.3561549,2.082015934,2.512620709,0.430604775,1,-0.043532774,21.03351987,22.05118729,-0.050452811,12125.07089,696.1148234,2.473828057,1.487226671,10.77272727,4.727272727,20.09090909,0.309484614,0.107983841,0.127058077,0.143195381,0.090458963,0.115718698,0.134354836
DTLZ3_D,existing,existing,existing,new_DTLZ,mm,existing3,new_DTLZ3,DTLZ3_35_8,1,35.8,11000,0.3217,0.314,0.3643,0.4582,37689.06911,0.023855066,0.02595993,0.03899001,0.103742266,0,0.00041039,1.438298022,634.5008068,3,0.264090909,0.463909091,0.199818182,1564.910426,634.5008068,447.0467439,0.175394288,8.519625163,0.009818182,12,3,2.783711032,2.346277985,2.087500167,2.506302674,0.418802507,1,-0.043532774,20.60582677,21.56963658,-0.048886298,7749.172838,617.0047467,2.445031114,1.457606673,10.51368049,5.272727273,17.72727273,0.340464609,0.057589541,0.067290936,0.104427985,0.05822035,0.073072613,0.072152833
DTLZ4_0,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_0,1,0,11000,0.3124,0.2966,0.391,0.5082,33.57719706,0.078068876,0.045220576,-0.002865242,0.002500801,0,0.00041039,1.297484093,1.241213689,14,0.003363636,0.207363636,0.204,2.846596465,1.241213689,1.0149643,0.469956256,16.0297371,0.006727273,12,3,2.398069652,58.66641014,7.343841919,88.5529502,81.20910828,1,-0.043532774,-148.8555685,2.643748328,1.018052943,4.693910762,1.271110497,80.1024383,1.322763534,13.35630499,2.636363636,31.63636364,0.317604343,1.927862366,1.793074656,1.973655604,1.782212834,1.940614482,1.918711396
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_1,1,1,11000,0.3057,0.2966,0.3977,0.5147,53.43151685,0.068403192,0.072962453,0.029256392,0.049549498,0,0.00041039,1.355236458,1.706347083,10,0.004636364,0.279909091,0.275272727,4.265434052,1.706347083,1.296721697,0.671365091,22.15735917,0.006545455,12,3,2.392696184,41.70330614,3.864207267,64.59098909,60.72678182,1,-0.043532774,-92.00419918,4.097242722,1.045006375,4.507837801,1.644567006,56.65472207,1.386796413,12.12175325,1.363636364,34.18181818,0.336707298,1.924968448,1.858186544,1.973500164,1.697083898,1.91328989,1.902528567
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_2,1,2,11000,0.3124,0.3081,0.3795,0.5009,77.92661703,0.077471428,0.052595616,-0.019189665,0.01784435,0,0.00041039,1.416433873,2.72419669,10,0.005181818,0.274545455,0.269363636,7.27584607,2.72419669,2.148159802,0.735569524,11.95023922,0.008454545,12,3,2.284182356,45.31303867,3.68093743,68.01000018,64.32906275,1,-0.043532774,-103.204811,5.681143419,1.055469083,8.526563132,2.784446106,64.24817841,1.447845896,11.03423849,1.909090909,31.63636364,0.294168617,1.911378264,1.806761676,1.973786201,1.759571526,1.919512073,1.907324792
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_3,1,3,11000,0.2659,0.2681,0.466,0.5954,87.06454891,0.14800901,0.039014275,0.024144382,0.174069535,0,0.00041039,1.34179988,1.578307238,3,0.116272727,0.758090909,0.641818182,4.014425727,1.578307238,1.219561426,0.282830758,4.9411391,0.013636364,12,3,2.388514377,6.013115652,3.759997384,7.465978485,3.705981101,1,-0.043532774,-5.751649869,3.840417449,1.675275844,6.607809209,1.595737306,6.813371087,1.358475206,9.517719569,2.545454545,25.63636364,0.316301562,1.975959176,1.963610642,1.973642969,1.953221925,1.964078562,1.972338115
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_4,1,4,11000,0.3131,0.3064,0.3805,0.5014,71.19645534,0.071822648,0.041600769,-0.038771564,0.01107625,0,0.00041039,1.415502329,2.497541909,17,0.004363636,0.141090909,0.136727273,6.635155296,2.497541909,1.9210544,0.749826095,12.28700954,0.008181818,12,3,2.326481097,46.60235652,3.641061228,69.94289883,66.30183761,1,-0.043532774,-106.3130632,5.395100758,1.051156776,7.354012953,2.535650989,66.22310949,1.445951162,10.86004785,1.909090909,31.27272727,0.299161867,1.955145642,1.831949509,1.973328174,1.68683622,1.940676058,1.919453823
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_5,1,5,11000,0.3062,0.3056,0.3882,0.5157,84.20907844,0.086224794,0.047021309,-0.020466902,0.028311664,0,0.00041039,1.412671872,2.417590941,9,0.011181818,0.315,0.303818182,6.277865927,2.417590941,2.028750252,0.664574583,10.28884799,0.008545455,12,3,2.272208867,23.83441312,3.873056814,35.24631083,31.37325401,1,-0.043532774,-48.48379461,5.323828494,1.110704232,6.711982023,2.521804828,32.38387171,1.443784962,10.74223245,1.909090909,28.54545455,0.321961521,1.962027981,1.884513174,1.973497715,1.753189955,1.958981691,1.929457916
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_6,1,6,11000,0.2532,0.2461,0.5007,0.6285,155.1686466,0.075604956,0.069145049,0.133345135,0.26507882,0,0.00041039,1.381557716,2.680862282,3,0.200454545,0.557909091,0.357454545,6.246129253,2.680862282,2.045497386,0.326940148,7.581410838,0.008090909,12,3,2.479991509,3.137025799,2.500501063,3.874946308,1.374445245,1,-0.043532774,2.561766344,5.539113296,-1.179217508,10.40776253,2.737506561,3.035630027,1.412572951,8.285714286,1.454545455,18.36363636,0.345385959,1.976053474,1.920320619,1.973589582,1.966299183,1.965034743,1.973417737
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_7,1,7,11000,0.2883,0.2908,0.4209,0.5491,69.84525392,0.084429165,0.04355704,0.04361365,0.097247115,0,0.00041039,1.312481103,1.524539477,8,0.022818182,0.319,0.296181818,3.870963602,1.524539477,1.102073953,0.467094803,18.29632297,0.009636364,12,3,2.401329554,14.29833744,4.451058938,20.3778007,15.92674176,1,-0.043532774,-25.58950854,3.865938045,1.152776315,2.673196406,1.464619951,18.06615268,1.33350474,11.78068182,1.636363636,32.72727273,0.323683332,1.975803107,1.958157466,1.973904453,1.859949009,1.964594597,1.972290778
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_8,1,8,11000,0.3017,0.2986,0.3997,0.5225,51.75614027,0.101821908,0.043340197,-0.041434997,0.02017595,0,0.00041039,1.34159416,1.449417527,8,0.010636364,0.395909091,0.385272727,3.744623308,1.449417527,1.204030256,0.531029954,11.32036517,0.009636364,12,3,2.226501083,22.64007107,5.290239719,32.73193717,27.44169746,1,-0.043532774,-48.68863707,3.485486271,1.072481368,5.330901913,1.5422401,29.89803633,1.361832002,11.67932068,2.727272727,29.63636364,0.328185515,1.968738891,1.921201878,1.973859889,1.795193311,1.964987371,1.972180566
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_9,1,9,11000,0.3058,0.3,0.3942,0.5109,73.37849394,0.060847714,0.110028799,0.033348153,0.056999741,0,0.00041039,1.393167912,2.825675388,15,0.004181818,0.151818182,0.147636364,6.742969692,2.825675388,2.839308004,0.726170698,22.24474056,0.005,12,3,2.320446995,57.43830764,3.546746795,89.10337164,85.55662484,1,-0.043532774,-129.644596,5.447762047,1.042356527,8.039752034,2.787729385,79.6648045,1.441966866,13.36161616,1.454545455,35.18181818,0.338561339,1.86353296,1.771262775,1.957085484,1.775472688,1.899369986,1.880566138
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_10,1,10,11000,0.3129,0.3107,0.3764,0.4973,69.05574068,0.084326181,0.051179764,-0.025617352,0.016615102,0,0.00041039,1.408198361,2.549292169,20,0.002727273,0.142818182,0.140090909,6.884153673,2.549292169,1.951669599,0.761429353,12.58602082,0.008090909,12,3,2.350280155,58.8912697,3.549626785,87.94944802,84.39982124,1,-0.043532774,-139.6054196,5.446095957,1.039322461,7.787204881,2.582848344,85.17473431,1.438023699,11.07757576,1.909090909,32.45454545,0.298719295,1.948505271,1.751690608,1.973802009,1.750511516,1.890772107,1.873704382
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_11,1,11,11000,0.2806,0.2794,0.44,0.5685,64.47084495,0.099607986,0.059320975,0.028169118,0.121679348,0,0.00041039,1.254768941,1.295844917,6,0.040454545,0.427,0.386545455,2.945565744,1.295844917,1.020831389,0.166454582,8.928487028,0.012,12,3,2.304782689,9.421855767,6.187630311,11.53027841,5.342648095,1,-0.043532774,-14.79870205,2.844382314,1.195146512,4.761197617,1.318808679,10.54765858,1.272819076,11.3177648,2.909090909,26.45454545,0.343354158,1.975810062,1.967936866,1.973764655,1.891742302,1.964478655,1.972281175
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_12,1,12,11000,0.3162,0.2944,0.3894,0.5013,35.54424026,0.059243723,0.044474344,-0.013976457,0.004049801,0,0.00041039,1.292269096,1.220532059,13,0.004272727,0.203909091,0.199636364,3.084107231,1.220532059,0.952705362,0.576253597,13.77021032,0.009,12,3,2.289995706,57.95115471,5.579863175,87.44664952,81.86678635,1,-0.043532774,-147.2706994,3.033008777,1.020890385,4.273555897,1.230446271,80.82695142,1.310704738,12.3026738,3.181818182,30.72727273,0.288734695,1.924915869,1.787835619,1.973516666,1.785590962,1.958428287,1.922348691
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_13,1,13,11000,0.3074,0.2937,0.3989,0.5097,60.02311093,0.06549495,0.096475269,0.031917518,0.063362161,0,0.00041039,1.380005712,2.182201336,14,0.003181818,0.194090909,0.190909091,5.231259551,2.182201336,2.046832873,0.715957368,23.51713868,0.005454545,12,3,2.29214616,54.52430198,3.559712975,84.73448913,81.17477615,1,-0.043532774,-122.2036565,4.715337388,1.038942126,5.099982057,2.106751665,75.27870383,1.422375734,13.22823985,1.454545455,34.27272727,0.348168696,1.941379974,1.821166052,1.973352921,1.714085669,1.92361751,1.89897762
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_14,1,14,11000,0.2981,0.2857,0.4162,0.5328,85.28329135,0.053351316,0.087487027,0.037052197,0.100785027,0,0.00041039,1.409510067,2.476642621,9,0.011727273,0.328363636,0.316636364,5.61232663,2.476642621,2.212734212,0.617752888,21.06947591,0.006090909,12,3,2.296379979,21.54705456,3.874448219,32.30883295,28.43438473,1,-0.043532774,-41.6519252,4.96247063,1.120186603,8.705690529,2.537204809,28.45788252,1.441966866,12.42760943,1.454545455,34.36363636,0.329227811,1.969029632,1.898364832,1.973491482,1.766046042,1.963300315,1.952454945
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_15,1,15,11000,0.313,0.3017,0.3853,0.5079,55.22785968,0.100884972,0.071822725,-0.019517984,-0.018306613,0,0.00041039,1.384878166,1.775159949,9,0.008727273,0.271727273,0.263,4.758332791,1.775159949,1.326085925,0.695197157,12.01919391,0.008727273,12,3,2.30411859,37.99500531,3.902566662,57.09221094,53.18964428,1,-0.043532774,-85.28612708,4.350463281,1.051520642,5.446329186,1.849932331,52.99023831,1.411704548,11.64659091,1.818181818,30.81818182,0.306365534,1.941547957,1.844408852,1.973534614,1.697733626,1.95246276,1.922563448
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_16,1,16,11000,0.28,0.2681,0.4519,0.5797,66.50722107,0.091853088,0.047746224,0.029258583,0.144749532,0,0.00041039,1.25359068,1.323856496,6,0.047545455,0.412,0.364454545,2.860370915,1.323856496,1.035862408,0.125031875,8.904936517,0.013090909,12,3,2.418692273,8.363745413,5.939207707,10.06854281,4.1293351,1,-0.043532774,-12.27414246,2.76028097,1.228432557,6.319547116,1.373401985,9.083485725,1.273599175,11.29008264,2.545454545,25.63636364,0.343931749,1.975623355,1.968782044,1.973619404,1.940287216,1.964268488,1.9723387
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_17,1,17,11000,0.3005,0.2859,0.4136,0.5354,49.1214164,0.09027575,0.036228772,-0.02090086,0.067340856,0,0.00041039,1.268634359,1.276496888,10,0.014636364,0.256363636,0.241727273,2.84103029,1.276496888,1.003534814,0.302428592,12.73128242,0.010272727,12,3,2.305157358,18.7857195,8.155775403,25.25462555,17.09885014,1,-0.043532774,-38.93434065,2.718711496,1.070946219,4.579999238,1.27306274,22.94675754,1.28938338,12.60573123,2.545454545,29.63636364,0.324264194,1.968778454,1.952338129,1.973899135,1.8598903,1.959080594,1.958990433
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_18,1,18,11000,0.3051,0.2982,0.3967,0.5131,38.53398853,0.072946253,0.087473175,0.063131567,0.006269137,0,0.00041039,1.344572885,1.37099173,17,0.002545455,0.187090909,0.184545455,3.174977278,1.37099173,1.100910082,0.540135613,20.9353929,0.007090909,12,3,2.470929316,48.71747317,5.428227472,74.47003929,69.04181181,1,-0.043532774,-116.1690204,3.076237612,1.026855442,5.423408497,1.399892894,66.25415276,1.372877572,13.3953168,3.363636364,36.09090909,0.326551208,1.934453013,1.868514545,1.973820767,1.746556021,1.958646595,1.925672395
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_19,1,19,11000,0.306,0.2928,0.4012,0.5161,56.50166024,0.064114203,0.076418993,0.040089542,0.039566011,0,0.00041039,1.383605595,1.860339888,9,0.010181818,0.245,0.234818182,4.391560509,1.860339888,1.655376694,0.662861801,21.82464235,0.006545455,12,3,2.347977107,37.80203366,3.864595891,58.43009314,54.56549725,1,-0.043532774,-82.08172228,4.190411623,1.051582061,5.235394469,1.885276003,51.11141195,1.42195681,12.62852665,1.363636364,34.18181818,0.34207806,1.955320674,1.880471716,1.973718088,1.752972178,1.935842587,1.909296054
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_20,1,20,11000,0.309,0.2956,0.3954,0.5089,53.27538811,0.095333352,0.110048375,0.044492754,0.0358358,0,0.00041039,1.362746941,1.882372322,17,0.003363636,0.165181818,0.161818182,4.678481715,1.882372322,1.582005872,0.712692128,22.63033736,0.005818182,12,3,2.338005402,59.22797024,3.585841457,92.0446113,88.45876984,1,-0.043532774,-134.2179629,4.383025718,1.032980373,4.524756626,1.810662404,82.05345796,1.401044536,12.71090909,1.363636364,34.18181818,0.355154491,1.877118309,1.805937509,1.973554677,1.710697949,1.933328782,1.892376992
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_21,1,21,11000,0.3081,0.2978,0.3941,0.5137,53.80400307,0.114564818,0.054887503,-0.046709201,-0.021310264,0,0.00041039,1.367002544,1.618626295,9,0.009363636,0.328818182,0.319454545,4.236645152,1.618626295,1.35033142,0.621183819,11.07233506,0.009363636,12,3,2.233345602,28.61959683,4.357998572,42.54440911,38.18641054,1,-0.043532774,-62.81837944,3.954546264,1.063645052,5.495609107,1.746712679,38.9563828,1.391792858,11.61283422,2,28.81818182,0.315819058,1.962006181,1.891006214,1.97359632,1.788617419,1.959112572,1.945578652
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_22,1,22,11000,0.3087,0.2947,0.3966,0.5091,73.05763015,0.101115991,0.046561989,0.130200538,0.297356623,0,0.00041039,1.149390978,1.217868454,2,0.389727273,0.610272727,0.220545455,3.205726027,1.217868454,0.781665596,0.399402218,14.63516837,0.009545455,12,3,2.339529713,3.283517834,2.805543534,4.105237432,1.299693899,1,-0.043532774,2.11655109,3.647390128,-0.743838322,11.54302919,1.16457123,2.939772536,1.148986902,7.66568915,1.181818182,22.27272727,0.325412584,1.97574924,1.958213378,1.973711555,1.96486802,1.963994084,1.973051453
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_23,1,23,11000,0.3056,0.2957,0.3987,0.5153,43.10940834,0.094344378,0.082585753,0.022389992,0.048063997,0,0.00041039,1.313323064,1.384133612,15,0.004,0.186818182,0.182818182,3.44770641,1.384133612,1.102133878,0.586585086,20.25098981,0.007181818,12,3,2.435304097,42.87433578,4.698145603,65.83089022,61.13274462,1,-0.043532774,-98.30902674,3.377278621,1.034796514,4.456113504,1.332379236,58.09397152,1.341407827,12.54689755,2.545454545,35.54545455,0.340591572,1.961919107,1.856705203,1.97347251,1.746315816,1.951934182,1.925485958
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_24,1,24,11000,0.3145,0.3076,0.3779,0.5008,57.24784316,0.065614183,0.041700393,-0.02989023,-0.027580069,0,0.00041039,1.403257301,1.970265787,19,0.003636364,0.153818182,0.150181818,5.377680567,1.970265787,1.485541838,0.7313302,11.95739142,0.008363636,12,3,2.280158494,50.89661018,3.639382347,76.33800691,72.69862456,1,-0.043532774,-117.9528082,4.702671182,1.04023816,6.054051722,2.027315461,72.71244127,1.433010222,11.3997669,1.909090909,31.90909091,0.311254016,1.93467275,1.819848596,1.973535396,1.714199862,1.905512452,1.895802788
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_25,1,25,11000,0.3095,0.306,0.3845,0.5109,68.51749262,0.080820987,0.052890469,-0.011687008,-0.010671764,0,0.00041039,1.397581967,2.06256927,9,0.005727273,0.415454545,0.409727273,5.50337582,2.06256927,1.605852481,0.673887429,10.77987932,0.008545455,12,3,2.277645466,30.0293485,3.840377033,44.92329343,41.08291639,1,-0.043532774,-64.17478814,4.880889214,1.076734527,6.086345975,2.123580547,41.32437504,1.424285962,10.95397008,1.909090909,29.81818182,0.317186801,1.955284932,1.889202148,1.973629438,1.743368762,1.952598195,1.932058896
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_26,1,26,11000,0.3061,0.2908,0.4031,0.5207,39.80030782,0.058660282,0.047019401,-0.002521949,0.003476897,0,0.00041039,1.314155317,1.322643444,14,0.004181818,0.267636364,0.263454545,2.913831623,1.322643444,1.123377717,0.439314091,17.66284978,0.007454545,12,3,2.417698826,34.34680124,7.800486007,50.29549779,42.49501178,1,-0.043532774,-79.60132052,2.714980287,1.034654112,5.311575833,1.377981273,44.94441994,1.339881114,13.64285714,2.363636364,34.18181818,0.331588193,1.948285356,1.919379257,1.973502416,1.733594269,1.964631573,1.952046758
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_27,1,27,11000,0.3023,0.2933,0.4044,0.5219,89.50310155,0.057192436,0.09286736,0.034834295,0.075568811,0,0.00041039,1.420077054,3.118445531,19,0.003545455,0.182727273,0.179181818,7.036099489,3.118445531,2.770719185,0.669713094,21.78721646,0.005818182,12,3,2.260872612,33.03854901,3.794994725,50.73746238,46.94246766,1,-0.043532774,-69.32539877,5.574756342,1.081042291,10.4535679,3.206621711,44.58318991,1.458660114,13.02188552,1.454545455,34.45454545,0.321988929,1.928000055,1.848796475,1.973725063,1.80184522,1.948609085,1.911003602
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_28,1,28,11000,0.2956,0.2946,0.4098,0.538,58.43549041,0.111219553,0.070201,-0.012823918,0.041906396,0,0.00041039,1.332268047,1.452514634,7,0.021363636,0.381272727,0.359909091,3.651868561,1.452514634,1.275273328,0.431102002,10.43817511,0.010454545,12,3,2.286328081,15.49163762,5.558693509,21.28456721,15.72587371,1,-0.043532774,-30.07394545,3.382108046,1.113907263,5.370865282,1.553385968,19.63165213,1.350702805,11.58272727,3.090909091,29.90909091,0.323513794,1.975867557,1.947853063,1.973488289,1.869437503,1.964718484,1.972330046
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_29,1,29,11000,0.3006,0.2923,0.4071,0.5269,45.82227948,0.055119852,0.059179084,0.052714708,0.023887854,0,0.00041039,1.321957061,1.36343174,11,0.009636364,0.238818182,0.229181818,3.128800664,1.36343174,1.000873199,0.428666277,18.56928083,0.008181818,12,3,2.35032355,26.42252832,6.39740492,38.59887119,32.20146627,1,-0.043532774,-58.28828072,3.03456576,1.052808189,5.367972515,1.417886156,34.27130885,1.346733871,13.81002331,3.272727273,35.81818182,0.314683204,1.961986893,1.921393892,1.973681537,1.794991637,1.965031418,1.958869287
DTLZ4_P,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_30,1,30,11000,0.2927,0.29,0.4173,0.5462,79.31896815,0.101549996,0.085901626,0.039864825,0.040970752,0,0.00041039,1.380799927,1.769227023,7,0.031181818,0.373636364,0.342454545,4.554270924,1.769227023,1.419408304,0.488395217,7.511411372,0.011181818,12,3,2.291916496,12.08663688,4.190581657,16.55803121,12.36744956,1,-0.043532774,-19.99528367,4.270933787,1.215774211,5.295851657,1.877128503,15.51129777,1.404998222,10.92115028,1.909090909,27.81818182,0.33506009,1.97575931,1.956313538,1.973631224,1.885419543,1.964109803,1.96524751
DTLZ4_D,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_31_1,1,31.1,11000,0.312,0.3111,0.3769,0.4972,77.21748561,0.081018587,0.067965332,-0.002860116,0.022390632,0,0.00041039,1.407736414,2.830415302,18,0.004636364,0.127363636,0.122727273,7.754886366,2.830415302,2.237961505,0.760542202,12.70224775,0.008090909,12,3,2.358764588,56.97843319,3.608868462,85.15947772,81.55060926,1,-0.043532774,-134.9567098,5.801453168,1.04331008,9.742666372,2.886206843,82.1669534,1.436605763,10.77939394,1.909090909,32.18181818,0.299721904,1.845640387,1.762733397,1.957491453,1.704475239,1.873722035,1.834391186
DTLZ4_D,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_31_2,1,31.2,11000,0.3034,0.2961,0.4005,0.514,81.51932874,0.056128527,0.092355815,0.03352338,0.063885231,0,0.00041039,1.413021633,3.168197046,11,0.009090909,0.192545455,0.183454545,7.286997792,3.168197046,3.166044514,0.717933219,23.23415829,0.005272727,12,3,2.26896905,49.24190363,3.642153281,76.28908652,72.64693324,1,-0.043532774,-109.6090933,5.669678059,1.052123511,9.287240971,3.239265867,67.79447107,1.457088297,13.66856061,1.454545455,35.72727273,0.323478901,1.911647097,1.796804305,1.973709392,1.717373561,1.902331674,1.844278575
DTLZ4_D,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_31_3,1,31.3,11000,0.3043,0.3004,0.3953,0.511,75.42205149,0.070832247,0.112984386,0.041711116,0.058958836,0,0.00041039,1.382804499,2.9262389,15,0.004090909,0.165,0.160909091,7.053111359,2.9262389,3.001148518,0.728387338,22.5346315,0.004909091,12,3,2.257372168,59.5726509,3.548502772,92.37326207,88.8247593,1,-0.043532774,-135.3385757,5.575825762,1.041520745,8.646807851,2.901426674,82.79618785,1.43236633,13.29338843,1.454545455,34.45454545,0.337165242,1.857868693,1.788450846,1.973875609,1.681575622,1.899008135,1.851442786
DTLZ4_D,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_31_4,1,31.4,11000,0.3044,0.2963,0.3993,0.5173,42.94988657,0.08578756,0.067867571,0.007422104,0.042269335,0,0.00041039,1.331525277,1.393263122,9,0.007545455,0.276181818,0.268636364,3.361485219,1.393263122,1.157736879,0.552018336,19.47568446,0.007272727,12,3,2.471484961,39.82393687,4.996660984,60.82357387,55.82691289,1,-0.043532774,-91.32366698,3.28818303,1.036482501,5.300269926,1.358782349,53.65157575,1.355551345,12.47727273,2.909090909,35.18181818,0.337165877,1.941379587,1.853581155,1.973504024,1.736775749,1.957629154,1.909400094
DTLZ4_D,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_31_5,1,31.5,11000,0.3147,0.2942,0.3911,0.5074,34.72115614,0.076599759,0.054090066,0.019851536,-0.004976302,0,0.00041039,1.279571512,1.186183288,12,0.004272727,0.228181818,0.223909091,2.841148044,1.186183288,0.971172196,0.468232729,14.98012804,0.007545455,12,3,2.348373578,52.28933164,7.381632913,78.33051828,70.94888537,1,-0.043532774,-130.9489036,2.661886331,1.020660113,4.136601643,1.163641962,71.15584374,1.299368452,13.32778489,2.909090909,30.81818182,0.322044494,1.911331135,1.830811013,1.973775873,1.743439519,1.913495146,1.882917908
DTLZ4_D,existing,existing,existing,new_DTLZ,bias,existing3,new_DTLZ4,DTLZ4_31_6,1,31.6,11000,0.3135,0.3103,0.3762,0.4991,64.94777047,0.068862468,0.037654779,-0.041038184,0.011472816,0,0.00041039,1.399775485,2.338650527,20,0.000545455,0.186727273,0.186181818,6.370852492,2.338650527,1.793955078,0.764141358,12.44776,0.007727273,12,3,2.311338514,57.18539493,3.550969839,85.47629634,81.9253265,1,-0.043532774,-134.6275285,5.212333127,1.039040053,6.959237322,2.36913552,82.52891861,1.43228401,10.88510101,1.909090909,31.81818182,0.306847136,1.881090265,1.784358117,1.973432412,1.711133002,1.891781567,1.817213941
